fullName,politicalGroup,id,nationalPoliticalGroup,photo,nameAudio,gender_Wiki,gender_2017,gender,dateOfBirth_Wiki,dateOfBirth_Home,dateOfBirth,placeOfBirth,country,homePage
Inese VAIDERE,Group of the European People's Party (Christian Democrats),28617,"Partija ""VIENOTĪBA""",https://www.europarl.europa.eu/mepphoto/28617.jpg,https://www.europarl.europa.eu/mepaudio/28617.mp3,FEMALE,FEMALE,FEMALE,"September 3, 1952",03-09-1952,09-03-1952,Jelgavā,Belgium,https://www.europarl.europa.eu/meps/en/28617/INESE_VAIDERE/home
Monika VANA,Group of the Greens/European Free Alliance,124934,Die Grünen - Die Grüne Alternative,https://www.europarl.europa.eu/mepphoto/124934.jpg,https://www.europarl.europa.eu/mepaudio/124934.mp3,FEMALE,FEMALE,FEMALE,"September 14, 1969",,14-09-1969,,France,https://www.europarl.europa.eu/meps/en/124934/MONIKA_VANA/home
Kathleen VAN BREMPT,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,5729,Socialistische Partij.Anders,https://www.europarl.europa.eu/mepphoto/5729.jpg,https://www.europarl.europa.eu/mepaudio/5729.mp3,FEMALE,FEMALE,FEMALE,"November 18, 1969",18-11-1969,18-11-1969,Wilrijk,Germany,https://www.europarl.europa.eu/meps/en/5729/KATHLEEN_VAN_BREMPT/home
Tom VANDENDRIESSCHE,Identity and Democracy Group,185771,Vlaams Belang,https://www.europarl.europa.eu/mepphoto/185771.jpg,https://www.europarl.europa.eu/mepaudio/185771.mp3,,,MALE,"October 27, 1978",27-10-1978,27-10-1978,Leuven,Belgium,https://www.europarl.europa.eu/meps/en/185771/TOM_VANDENDRIESSCHE/home
Tom VANDENKENDELAERE,Group of the European People's Party (Christian Democrats),129164,Christen-Democratisch & Vlaams,https://www.europarl.europa.eu/mepphoto/129164.jpg,https://www.europarl.europa.eu/mepaudio/129164.mp3,MALE,,MALE,"September 2, 1984",02-09-1984,09-02-1984,Roeselare,Austria,https://www.europarl.europa.eu/meps/en/129164/TOM_VANDENKENDELAERE/home
Johan VAN OVERTVELDT,European Conservatives and Reformists Group,125106,Nieuw-Vlaamse Alliantie,https://www.europarl.europa.eu/mepphoto/125106.jpg,https://www.europarl.europa.eu/mepaudio/125106.mp3,MALE,MALE,MALE,"August 24, 1955",24-08-1955,24-08-1955,Mortsel,Spain,https://www.europarl.europa.eu/meps/en/125106/JOHAN_VAN_OVERTVELDT/home
Kim VAN SPARRENTAK,Group of the Greens/European Free Alliance,197870,GroenLinks,https://www.europarl.europa.eu/mepphoto/197870.jpg,https://www.europarl.europa.eu/mepaudio/197870.mp3,,,MALE,,16-10-1989,16-10-1989,Vlissingen,Denmark,https://www.europarl.europa.eu/meps/en/197870/KIM_VAN_SPARRENTAK/home
Hilde VAUTMANS,Renew Europe Group,130100,Open Vlaamse Liberalen en Democraten,https://www.europarl.europa.eu/mepphoto/130100.jpg,https://www.europarl.europa.eu/mepaudio/130100.mp3,FEMALE,,FEMALE,"May 2, 1972",02-05-1972,05-02-1972,Sint-Truiden,Romania,https://www.europarl.europa.eu/meps/en/130100/HILDE_VAUTMANS/home
Marie-Pierre VEDRENNE,Renew Europe Group,197502,Mouvement Démocrate,https://www.europarl.europa.eu/mepphoto/197502.jpg,https://www.europarl.europa.eu/mepaudio/197502.mp3,FEMALE,,FEMALE,"December 13, 1982",13-12-1982,13-12-1982,,Denmark,https://www.europarl.europa.eu/meps/en/197502/MARIE-PIERRE_VEDRENNE/home
Sabine VERHEYEN,Group of the European People's Party (Christian Democrats),96756,Christlich Demokratische Union Deutschlands,https://www.europarl.europa.eu/mepphoto/96756.jpg,https://www.europarl.europa.eu/mepaudio/96756.mp3,FEMALE,FEMALE,FEMALE,"October 24, 1964",24-10-1964,24-10-1964,,Finland,https://www.europarl.europa.eu/meps/en/96756/SABINE_VERHEYEN/home
Guy VERHOFSTADT,Renew Europe Group,97058,Open Vlaamse Liberalen en Democraten,https://www.europarl.europa.eu/mepphoto/97058.jpg,https://www.europarl.europa.eu/mepaudio/97058.mp3,MALE,MALE,MALE,"April 11, 1953",11-04-1953,04-11-1953,Dendermonde,Bulgaria,https://www.europarl.europa.eu/meps/en/97058/GUY_VERHOFSTADT/home
Harald VILIMSKY,Identity and Democracy Group,125001,Freiheitliche Partei Österreichs,https://www.europarl.europa.eu/mepphoto/125001.jpg,https://www.europarl.europa.eu/mepaudio/125001.mp3,MALE,MALE,MALE,"July 22, 1966",22-07-1966,22-07-1966,,Germany,https://www.europarl.europa.eu/meps/en/125001/HARALD_VILIMSKY/home
Idoia VILLANUEVA RUIZ,The Left group in the European Parliament - GUE/NGL,197827,PODEMOS,https://www.europarl.europa.eu/mepphoto/197827.jpg,https://www.europarl.europa.eu/mepaudio/197827.mp3,FEMALE,,FEMALE,,17-07-1980,17-07-1980,Pamplona,Czechia,https://www.europarl.europa.eu/meps/en/197827/IDOIA_VILLANUEVA_RUIZ/home
Nikolaj VILLUMSEN,The Left group in the European Parliament - GUE/NGL,197571,Enhedslisten,https://www.europarl.europa.eu/mepphoto/197571.jpg,https://www.europarl.europa.eu/mepaudio/197571.mp3,MALE,,MALE,"February 28, 1983",28-02-1983,28-02-1983,Aarhus,Germany,https://www.europarl.europa.eu/meps/en/197571/NIKOLAJ_VILLUMSEN/home
Loránt VINCZE,Group of the European People's Party (Christian Democrats),98582,Uniunea Democrată Maghiară din România,https://www.europarl.europa.eu/mepphoto/98582.jpg,https://www.europarl.europa.eu/mepaudio/98582.mp3,,,MALE,,03-11-1977,11-03-1977,Târgu Mureș / Marosvásárhely,Greece,https://www.europarl.europa.eu/meps/en/98582/LORÁNT_VINCZE/home
Marianne VIND,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,199941,Socialdemokratiet,https://www.europarl.europa.eu/mepphoto/199941.jpg,https://www.europarl.europa.eu/mepaudio/199941.mp3,FEMALE,,FEMALE,"December 3, 1970",03-12-1970,12-03-1970,Koge,Czechia,https://www.europarl.europa.eu/meps/en/199941/MARIANNE_VIND/home
Henna VIRKKUNEN,Group of the European People's Party (Christian Democrats),124726,Kansallinen Kokoomus,https://www.europarl.europa.eu/mepphoto/124726.jpg,https://www.europarl.europa.eu/mepaudio/124726.mp3,FEMALE,FEMALE,FEMALE,"June 4, 1972",04-06-1972,06-04-1972,Joutsa,Italy,https://www.europarl.europa.eu/meps/en/124726/HENNA_VIRKKUNEN/home
Petar VITANOV,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197844,Bulgarian Socialist Party,https://www.europarl.europa.eu/mepphoto/197844.jpg,https://www.europarl.europa.eu/mepaudio/197844.mp3,MALE,,MALE,"March 10, 1995",18-04-1982,18-04-1982,Sliven,Spain,https://www.europarl.europa.eu/meps/en/197844/PETAR_VITANOV/home
Bettina VOLLATH,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197678,Sozialdemokratische Partei Österreichs,https://www.europarl.europa.eu/mepphoto/197678.jpg,https://www.europarl.europa.eu/mepaudio/197678.mp3,FEMALE,,FEMALE,"October 29, 1962",29-10-1962,29-10-1962,Graz,Austria,https://www.europarl.europa.eu/meps/en/197678/BETTINA_VOLLATH/home
Viola VON CRAMON-TAUBADEL,Group of the Greens/European Free Alliance,197451,Bündnis 90/Die Grünen,https://www.europarl.europa.eu/mepphoto/197451.jpg,https://www.europarl.europa.eu/mepaudio/197451.mp3,FEMALE,,FEMALE,,23-03-1970,23-03-1970,Halle/Westfalen,Ireland,https://www.europarl.europa.eu/meps/en/197451/VIOLA_VON_CRAMON-TAUBADEL/home
Alexandr VONDRA,European Conservatives and Reformists Group,197537,Občanská demokratická strana,https://www.europarl.europa.eu/mepphoto/197537.jpg,https://www.europarl.europa.eu/mepaudio/197537.mp3,MALE,,MALE,"August 17, 1961",17-08-1961,17-08-1961,Praha,Ireland,https://www.europarl.europa.eu/meps/en/197537/ALEXANDR_VONDRA/home
Axel VOSS,Group of the European People's Party (Christian Democrats),96761,Christlich Demokratische Union Deutschlands,https://www.europarl.europa.eu/mepphoto/96761.jpg,https://www.europarl.europa.eu/mepaudio/96761.mp3,MALE,MALE,MALE,"April 7, 1963",07-04-1963,04-07-1963,Hameln,Germany,https://www.europarl.europa.eu/meps/en/96761/AXEL_VOSS/home
Elissavet VOZEMBERG-VRIONIDI,Group of the European People's Party (Christian Democrats),125065,Nea Demokratia,https://www.europarl.europa.eu/mepphoto/125065.jpg,https://www.europarl.europa.eu/mepaudio/125065.mp3,FEMALE,FEMALE,FEMALE,,14-09-1956,14-09-1956,Athina,Sweden,https://www.europarl.europa.eu/meps/en/125065/ELISSAVET_VOZEMBERG-VRIONIDI/home
Veronika VRECIONOVÁ,European Conservatives and Reformists Group,197552,Občanská demokratická strana,https://www.europarl.europa.eu/mepphoto/197552.jpg,https://www.europarl.europa.eu/mepaudio/197552.mp3,,,FEMALE,"September 8, 1965",08-09-1965,09-08-1965,České Budějovice,Poland,https://www.europarl.europa.eu/meps/en/197552/VERONIKA_VRECIONOVÁ/home
Lucia VUOLO,Group of the European People's Party (Christian Democrats),197798,Forza Italia,https://www.europarl.europa.eu/mepphoto/197798.jpg,https://www.europarl.europa.eu/mepaudio/197798.mp3,,,FEMALE,"February 15, 1963",15-02-1963,15-02-1963,Pagani,Germany,https://www.europarl.europa.eu/meps/en/197798/LUCIA_VUOLO/home
Adrián VÁZQUEZ LÁZARA,Renew Europe Group,204400,Ciudadanos – Partido de la Ciudadanía,https://www.europarl.europa.eu/mepphoto/204400.jpg,https://www.europarl.europa.eu/mepaudio/204400.mp3,MALE,,MALE,"May 5, 1982",05-05-1982,05-05-1982,Madrid,Sweden,https://www.europarl.europa.eu/meps/en/204400/ADRIÁN_VÁZQUEZ_LÁZARA/home
Thomas WAITZ,Group of the Greens/European Free Alliance,190464,Die Grünen - Die Grüne Alternative,https://www.europarl.europa.eu/mepphoto/190464.jpg,https://www.europarl.europa.eu/mepaudio/190464.mp3,MALE,,MALE,"May 16, 1973",16-05-1973,16-05-1973,Vienna,Denmark,https://www.europarl.europa.eu/meps/en/190464/THOMAS_WAITZ/home
Mick WALLACE,The Left group in the European Parliament - GUE/NGL,197817,Independents for change,https://www.europarl.europa.eu/mepphoto/197817.jpg,https://www.europarl.europa.eu/mepaudio/197817.mp3,MALE,,MALE,"November 9, 1955",09-11-1955,11-09-1955,Wexford,Germany,https://www.europarl.europa.eu/meps/en/197817/MICK_WALLACE/home
Maria WALSH,Group of the European People's Party (Christian Democrats),197863,Fine Gael Party,https://www.europarl.europa.eu/mepphoto/197863.jpg,https://www.europarl.europa.eu/mepaudio/197863.mp3,FEMALE,,FEMALE,,11-06-1987,06-11-1987,Boston,Austria,https://www.europarl.europa.eu/meps/en/197863/MARIA_WALSH/home
Marion WALSMANN,Group of the European People's Party (Christian Democrats),197429,Christlich Demokratische Union Deutschlands,https://www.europarl.europa.eu/mepphoto/197429.jpg,https://www.europarl.europa.eu/mepaudio/197429.mp3,FEMALE,,FEMALE,"March 17, 1963",17-03-1963,17-03-1963,Erfurt,Sweden,https://www.europarl.europa.eu/meps/en/197429/MARION_WALSMANN/home
Jörgen WARBORN,Group of the European People's Party (Christian Democrats),197405,Moderaterna,https://www.europarl.europa.eu/mepphoto/197405.jpg,https://www.europarl.europa.eu/mepaudio/197405.mp3,MALE,,MALE,"January 23, 1969",23-01-1969,23-01-1969,Varberg,Slovakia,https://www.europarl.europa.eu/meps/en/197405/JÖRGEN_WARBORN/home
Witold Jan WASZCZYKOWSKI,European Conservatives and Reformists Group,197566,Prawo i Sprawiedliwość,https://www.europarl.europa.eu/mepphoto/197566.jpg,https://www.europarl.europa.eu/mepaudio/197566.mp3,MALE,,MALE,,05-05-1957,05-05-1957,Piotrkow Trybunalski,Romania,https://www.europarl.europa.eu/meps/en/197566/WITOLD_JAN_WASZCZYKOWSKI/home
Manfred WEBER,Group of the European People's Party (Christian Democrats),28229,Christlich-Soziale Union in Bayern e.V.,https://www.europarl.europa.eu/mepphoto/28229.jpg,https://www.europarl.europa.eu/mepaudio/28229.mp3,MALE,MALE,MALE,"July 14, 1972",14-07-1972,14-07-1972,Niederhatzkofen,Austria,https://www.europarl.europa.eu/meps/en/28229/MANFRED_WEBER/home
Charlie WEIMERS,European Conservatives and Reformists Group,123562,Sverigedemokraterna,https://www.europarl.europa.eu/mepphoto/123562.jpg,https://www.europarl.europa.eu/mepaudio/123562.mp3,MALE,,MALE,"November 12, 1982",12-11-1982,11-12-1982,HAMMARÖ,Luxembourg,https://www.europarl.europa.eu/meps/en/123562/CHARLIE_WEIMERS/home
Pernille WEISS,Group of the European People's Party (Christian Democrats),197515,Det Konservative Folkeparti,https://www.europarl.europa.eu/mepphoto/197515.jpg,https://www.europarl.europa.eu/mepaudio/197515.mp3,FEMALE,,FEMALE,"March 12, 1968",12-03-1968,03-12-1968,Middelfart,Poland,https://www.europarl.europa.eu/meps/en/197515/PERNILLE_WEISS/home
Rainer WIELAND,Group of the European People's Party (Christian Democrats),2323,Christlich Demokratische Union Deutschlands,https://www.europarl.europa.eu/mepphoto/2323.jpg,https://www.europarl.europa.eu/mepaudio/2323.mp3,MALE,MALE,MALE,"February 19, 1957",19-02-1957,19-02-1957,Stuttgart - Bad Cannstatt,Germany,https://www.europarl.europa.eu/meps/en/2323/RAINER_WIELAND/home
Sarah WIENER,Group of the Greens/European Free Alliance,197675,Die Grünen - Die Grüne Alternative,https://www.europarl.europa.eu/mepphoto/197675.jpg,https://www.europarl.europa.eu/mepaudio/197675.mp3,FEMALE,,FEMALE,"August 27, 1962",,27-08-1962,,Netherlands,https://www.europarl.europa.eu/meps/en/197675/SARAH_WIENER/home
Emma WIESNER,Renew Europe Group,214839,Centerpartiet,https://www.europarl.europa.eu/mepphoto/214839.jpg,https://www.europarl.europa.eu/mepaudio/214839.mp3,FEMALE,,FEMALE,"November 11, 1992",11-11-1992,11-11-1992,Västerås,France,https://www.europarl.europa.eu/meps/en/214839/EMMA_WIESNER/home
Michal WIEZIK,Renew Europe Group,197769,Progresívne Slovensko,https://www.europarl.europa.eu/mepphoto/197769.jpg,https://www.europarl.europa.eu/mepaudio/197769.mp3,MALE,,MALE,"June 14, 1979",14-06-1979,14-06-1979,Martin,France,https://www.europarl.europa.eu/meps/en/197769/MICHAL_WIEZIK/home
Iuliu WINKLER,Group of the European People's Party (Christian Democrats),39725,Uniunea Democrată Maghiară din România,https://www.europarl.europa.eu/mepphoto/39725.jpg,https://www.europarl.europa.eu/mepaudio/39725.mp3,MALE,MALE,MALE,"March 14, 1964",14-03-1964,14-03-1964,Hunedoara,Bulgaria,https://www.europarl.europa.eu/meps/en/39725/IULIU_WINKLER/home
Angelika WINZIG,Group of the European People's Party (Christian Democrats),197652,Österreichische Volkspartei,https://www.europarl.europa.eu/mepphoto/197652.jpg,https://www.europarl.europa.eu/mepaudio/197652.mp3,FEMALE,,FEMALE,"May 9, 1963",,09-05-1963,,Greece,https://www.europarl.europa.eu/meps/en/197652/ANGELIKA_WINZIG/home
Isabel WISELER-LIMA,Group of the European People's Party (Christian Democrats),197421,Parti chrétien social luxembourgeois,https://www.europarl.europa.eu/mepphoto/197421.jpg,https://www.europarl.europa.eu/mepaudio/197421.mp3,FEMALE,,FEMALE,,29-12-1961,29-12-1961,Odivelas-Loures,Czechia,https://www.europarl.europa.eu/meps/en/197421/ISABEL_WISELER-LIMA/home
Jadwiga WIŚNIEWSKA,European Conservatives and Reformists Group,124877,Prawo i Sprawiedliwość,https://www.europarl.europa.eu/mepphoto/124877.jpg,https://www.europarl.europa.eu/mepaudio/124877.mp3,FEMALE,FEMALE,FEMALE,"July 2, 1963",,02-07-1963,,Poland,https://www.europarl.europa.eu/meps/en/124877/JADWIGA_WIŚNIEWSKA/home
Tiemo WÖLKEN,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,185619,Sozialdemokratische Partei Deutschlands,https://www.europarl.europa.eu/mepphoto/185619.jpg,https://www.europarl.europa.eu/mepaudio/185619.mp3,MALE,,MALE,"December 5, 1985",05-12-1985,12-05-1985,,Italy,https://www.europarl.europa.eu/meps/en/185619/TIEMO_WÖLKEN/home
Lara WOLTERS,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,5392,Partij van de Arbeid,https://www.europarl.europa.eu/mepphoto/5392.jpg,https://www.europarl.europa.eu/mepaudio/5392.mp3,FEMALE,,FEMALE,"April 12, 1986",12-04-1986,04-12-1986,,Italy,https://www.europarl.europa.eu/meps/en/5392/LARA_WOLTERS/home
Salima YENBOU,Renew Europe Group,197511,Europe Écologie,https://www.europarl.europa.eu/mepphoto/197511.jpg,https://www.europarl.europa.eu/mepaudio/197511.mp3,FEMALE,,FEMALE,"March 14, 1971",14-03-1971,14-03-1971,Aubervilliers,Spain,https://www.europarl.europa.eu/meps/en/197511/SALIMA_YENBOU/home
Stéphanie YON-COURTIN,Renew Europe Group,197581,Liste Renaissance,https://www.europarl.europa.eu/mepphoto/197581.jpg,https://www.europarl.europa.eu/mepaudio/197581.mp3,FEMALE,,FEMALE,"March 28, 1974",28-03-1974,28-03-1974,Coutances,Latvia,https://www.europarl.europa.eu/meps/en/197581/STÉPHANIE_YON-COURTIN/home
Elena YONCHEVA,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197842,Bulgarian Socialist Party,https://www.europarl.europa.eu/mepphoto/197842.jpg,https://www.europarl.europa.eu/mepaudio/197842.mp3,FEMALE,,FEMALE,"May 27, 1964",27-05-1964,27-05-1964,Sofia,Czechia,https://www.europarl.europa.eu/meps/en/197842/ELENA_YONCHEVA/home
Theodoros ZAGORAKIS,Group of the European People's Party (Christian Democrats),125067,Nea Demokratia,https://www.europarl.europa.eu/mepphoto/125067.jpg,https://www.europarl.europa.eu/mepaudio/125067.mp3,MALE,MALE,MALE,"October 27, 1971",27-10-1971,27-10-1971,Kavala,Latvia,https://www.europarl.europa.eu/meps/en/125067/THEODOROS_ZAGORAKIS/home
Jan ZAHRADIL,European Conservatives and Reformists Group,23712,Občanská demokratická strana,https://www.europarl.europa.eu/mepphoto/23712.jpg,https://www.europarl.europa.eu/mepaudio/23712.mp3,MALE,MALE,MALE,"March 20, 1963",20-03-1963,20-03-1963,Praha,Germany,https://www.europarl.europa.eu/meps/en/23712/JAN_ZAHRADIL/home
Anna ZALEWSKA,European Conservatives and Reformists Group,197572,Prawo i Sprawiedliwość,https://www.europarl.europa.eu/mepphoto/197572.jpg,https://www.europarl.europa.eu/mepaudio/197572.mp3,FEMALE,,FEMALE,"July 6, 1965",06-07-1965,07-06-1965,Świebodzice,Poland,https://www.europarl.europa.eu/meps/en/197572/ANNA_ZALEWSKA/home
Stefania ZAMBELLI,Identity and Democracy Group,197586,Lega,https://www.europarl.europa.eu/mepphoto/197586.jpg,https://www.europarl.europa.eu/mepaudio/197586.mp3,,,FEMALE,"April 6, 1971",,06-04-1971,,Spain,https://www.europarl.europa.eu/meps/en/197586/STEFANIA_ZAMBELLI/home
Marco ZANNI,Identity and Democracy Group,124780,Lega,https://www.europarl.europa.eu/mepphoto/124780.jpg,https://www.europarl.europa.eu/mepaudio/124780.mp3,MALE,MALE,MALE,"July 11, 1986",,11-07-1986,,Portugal,https://www.europarl.europa.eu/meps/en/124780/MARCO_ZANNI/home
Javier ZARZALEJOS,Group of the European People's Party (Christian Democrats),197606,Partido Popular,https://www.europarl.europa.eu/mepphoto/197606.jpg,https://www.europarl.europa.eu/mepaudio/197606.mp3,MALE,,MALE,"June 6, 1960",06-06-1960,06-06-1960,Bilbao,Croatia,https://www.europarl.europa.eu/meps/en/197606/JAVIER_ZARZALEJOS/home
Tatjana ŽDANOKA,Non-attached Members,28619,Latvijas Krievu savienība,https://www.europarl.europa.eu/mepphoto/28619.jpg,https://www.europarl.europa.eu/mepaudio/28619.mp3,FEMALE,FEMALE,FEMALE,"May 8, 1950",08-05-1950,05-08-1950,Rīga,Italy,https://www.europarl.europa.eu/meps/en/28619/TATJANA_ŽDANOKA/home
Tomáš ZDECHOVSKÝ,Group of the European People's Party (Christian Democrats),124713,Křesťanská a demokratická unie - Československá strana lidová,https://www.europarl.europa.eu/mepphoto/124713.jpg,https://www.europarl.europa.eu/mepaudio/124713.mp3,MALE,MALE,MALE,"November 2, 1979",02-11-1979,11-02-1979,Havlíčkův Brod,Slovenia,https://www.europarl.europa.eu/meps/en/124713/TOMÁŠ_ZDECHOVSKÝ/home
Roberts ZĪLE,European Conservatives and Reformists Group,28615,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",https://www.europarl.europa.eu/mepphoto/28615.jpg,https://www.europarl.europa.eu/mepaudio/28615.mp3,MALE,MALE,MALE,"June 20, 1958",20-06-1958,20-06-1958,Rīga,,https://www.europarl.europa.eu/meps/en/28615/ROBERTS_ZĪLE/home
Bernhard ZIMNIOK,Identity and Democracy Group,197489,Alternative für Deutschland,https://www.europarl.europa.eu/mepphoto/197489.jpg,https://www.europarl.europa.eu/mepaudio/197489.mp3,MALE,,MALE,"June 21, 1953",21-06-1953,21-06-1953,Schnaittenbach,,https://www.europarl.europa.eu/meps/en/197489/BERNHARD_ZIMNIOK/home
